Id;latitude;longitude;bright_ti4;scan;track;acq_date;acq_time;satellite;instrument;confidence;version;bright_ti5;frp;daynight;type;Zona;Trimestre;Año
 ;6,653285;-72,207619;329,98;0,41;0,61;20/12/2013;1850;N;VIIRS;n;1;293,98;5,64;D;0;Boyacá;4;2013
 ;6,767928;-72,468735;334,8;0,5;0,66;17/11/2013;1728;N;VIIRS;n;1;282,79;6,57;D;0;Boyacá;4;2013
 ;6,768637;-72,470146;342,35;0,5;0,66;17/11/2013;1728;N;VIIRS;n;1;284,31;6,95;D;0;Boyacá;4;2013
 ;4,75646;-73,090355;340,31;0,39;0,36;17/03/2014;1820;N;VIIRS;n;1;301,78;8,41;D;0;Boyacá;1;2014
 ;4,7835;-73,060951;354,59;0,39;0,36;24/02/2014;1813;N;VIIRS;n;1;301,06;4,66;D;0;Boyacá;1;2014
 ;4,859134;-73,054863;334,07;0,39;0,36;12/03/2014;1814;N;VIIRS;n;1;296,14;3,4;D;0;Boyacá;1;2014
 ;4,881245;-73,113823;343,32;0,39;0,36;17/03/2014;1820;N;VIIRS;n;1;297,24;6,62;D;0;Boyacá;1;2014
 ;4,921185;-73,172531;331,14;0,39;0,36;24/02/2014;1813;N;VIIRS;n;1;295;3,3;D;0;Boyacá;1;2014
 ;5,020731;-73,042709;330,98;0,39;0,36;12/03/2014;1814;N;VIIRS;n;1;295,34;3,66;D;0;Boyacá;1;2014
 ;5,054892;-73,016983;332,94;0,39;0,36;13/02/2014;1820;N;VIIRS;n;1;289,21;2,32;D;0;Boyacá;1;2014
 ;5,293648;-72,936691;331,64;0,39;0,36;13/02/2014;1820;N;VIIRS;n;1;289,48;2,83;D;0;Boyacá;1;2014
 ;5,296986;-72,937134;331,08;0,39;0,36;13/02/2014;1820;N;VIIRS;n;1;287,85;3,01;D;0;Boyacá;1;2014
 ;5,351395;-72,770813;331,77;0,39;0,36;23/01/2014;1813;N;VIIRS;n;1;294,24;2,82;D;0;Boyacá;1;2014
 ;5,370531;-73,108078;333,68;0,39;0,36;28/03/2014;1814;N;VIIRS;n;1;298,47;6,62;D;0;Boyacá;1;2014
 ;5,404239;-72,842621;330,91;0,39;0,36;23/01/2014;1813;N;VIIRS;n;1;292,64;2,33;D;0;Boyacá;1;2014
 ;5,475403;-72,98526;343,39;0,39;0,36;13/02/2014;1820;N;VIIRS;n;1;299,84;6,31;D;0;Boyacá;1;2014
 ;5,482402;-72,898781;334,48;0,39;0,36;12/03/2014;1814;N;VIIRS;n;1;303,25;4,39;D;0;Boyacá;1;2014
 ;5,485713;-72,899323;334,03;0,39;0,36;12/03/2014;1814;N;VIIRS;n;1;303,37;4,39;D;0;Boyacá;1;2014
 ;5,48625;-72,895798;349,8;0,39;0,36;12/03/2014;1814;N;VIIRS;n;1;307,58;4,39;D;0;Boyacá;1;2014
 ;5,489562;-72,896324;349,19;0,39;0,36;12/03/2014;1814;N;VIIRS;n;1;304,31;21,33;D;0;Boyacá;1;2014
 ;5,559385;-72,344742;332,14;0,38;0,36;24/02/2014;1814;N;VIIRS;n;1;299,79;1,82;D;0;Boyacá;1;2014
 ;5,559906;-72,341301;333,13;0,38;0,36;24/02/2014;1814;N;VIIRS;n;1;298,11;0,83;D;0;Boyacá;1;2014
 ;5,561512;-72,657928;330,98;0,39;0,36;28/03/2014;1814;N;VIIRS;n;1;299,88;2,39;D;0;Boyacá;1;2014
 ;5,563217;-72,341797;337,42;0,38;0,36;24/02/2014;1814;N;VIIRS;n;1;298,88;3,06;D;0;Boyacá;1;2014
 ;5,566529;-72,3423;332,58;0,38;0,36;24/02/2014;1814;N;VIIRS;n;1;295,73;3,06;D;0;Boyacá;1;2014
 ;5,570123;-72,740623;335,8;0,39;0,36;13/02/2014;1820;N;VIIRS;n;1;299,07;3,41;D;0;Boyacá;1;2014
 ;5,570674;-72,736977;336,15;0,39;0,36;13/02/2014;1820;N;VIIRS;n;1;297,8;4,49;D;0;Boyacá;1;2014
 ;5,573538;-72,41964;316,95;0,38;0,36;16/02/2014;620;N;VIIRS;n;1;288,66;1,48;N;0;Boyacá;1;2014
 ;5,57724;-72,427925;343,57;0,38;0,36;08/02/2014;1813;N;VIIRS;n;1;295,82;7,14;D;0;Boyacá;1;2014
 ;5,585317;-74,061226;331,15;0,38;0,36;17/03/2014;1820;N;VIIRS;n;1;294,98;3,97;D;0;Boyacá;1;2014
 ;5,588335;-72,310272;350,19;0,38;0,36;24/02/2014;1814;N;VIIRS;n;1;302,15;7,51;D;0;Boyacá;1;2014
 ;5,597891;-72,374405;338,38;0,38;0,36;23/01/2014;1813;N;VIIRS;n;1;301,71;4,1;D;0;Boyacá;1;2014
 ;5,642864;-72,83036;343,31;0,39;0,36;23/01/2014;1813;N;VIIRS;n;1;303,92;5,96;D;0;Boyacá;1;2014
 ;5,671274;-72,410255;333,04;0,38;0,36;08/02/2014;1813;N;VIIRS;n;1;294,87;8,03;D;0;Boyacá;1;2014
 ;5,678406;-72,407791;334,94;0,38;0,36;08/02/2014;1813;N;VIIRS;n;1;293,04;8,6;D;0;Boyacá;1;2014
 ;5,688335;-72,503288;346,46;0,38;0,36;12/03/2014;1814;N;VIIRS;n;1;294,55;7,59;D;0;Boyacá;1;2014
 ;5,719018;-72,622932;332,71;0,38;0,36;28/03/2014;1814;N;VIIRS;n;1;299,18;2,51;D;0;Boyacá;1;2014
 ;5,728196;-72,362732;332,19;0,38;0,36;28/03/2014;1814;N;VIIRS;n;1;296,53;3,72;D;0;Boyacá;1;2014
 ;5,744428;-72,46122;346,48;0,38;0,36;08/02/2014;1813;N;VIIRS;n;1;299;6,61;D;0;Boyacá;1;2014
 ;5,747733;-72,461723;343,35;0,38;0,36;08/02/2014;1813;N;VIIRS;n;1;294,85;6,61;D;0;Boyacá;1;2014
 ;5,789656;-74,462875;327,84;0,39;0,36;17/01/2014;1826;N;VIIRS;n;1;293,08;2,57;D;0;Boyacá;1;2014
 ;5,934687;-72,435097;330,61;0,38;0,36;24/02/2014;1814;N;VIIRS;n;1;296,36;5,89;D;0;Boyacá;1;2014
 ;5,963531;-74,560379;347,29;0,39;0,36;28/01/2014;1820;N;VIIRS;n;1;296,96;4,53;D;0;Boyacá;1;2014
 ;5,964066;-74,556892;330,1;0,39;0,36;28/01/2014;1820;N;VIIRS;n;1;296,24;4,53;D;0;Boyacá;1;2014
 ;6,973501;-72,033058;338,65;0,39;0,36;12/03/2014;1814;N;VIIRS;n;1;299,76;2,85;D;0;Boyacá;1;2014
 ;4,682923;-73,226105;340,41;0,4;0,44;12/02/2014;1838;N;VIIRS;n;1;296,97;20,04;D;0;Boyacá;1;2014
 ;4,687006;-73,226761;352,35;0,4;0,44;12/02/2014;1838;N;VIIRS;n;1;300,57;20,04;D;0;Boyacá;1;2014
 ;4,742298;-73,207474;335,59;0,44;0,46;24/01/2014;1754;N;VIIRS;n;1;296,83;4,1;D;0;Boyacá;1;2014
 ;4,752437;-73,105591;339,98;0,56;0,52;08/03/2014;1748;N;VIIRS;n;1;283,16;5,63;D;0;Boyacá;1;2014
 ;4,752592;-73,102913;340,91;0,56;0,52;08/03/2014;1748;N;VIIRS;n;1;283,5;7,67;D;0;Boyacá;1;2014
 ;4,800582;-73,358315;339,75;0,4;0,44;12/02/2014;1838;N;VIIRS;n;1;298,48;8,13;D;0;Boyacá;1;2014
 ;4,804053;-73,362877;356,95;0,4;0,44;12/02/2014;1838;N;VIIRS;n;1;298,89;17,3;D;0;Boyacá;1;2014
 ;4,883744;-73,121895;345,7;0,41;0,45;12/02/2014;1838;N;VIIRS;n;1;298,41;10,65;D;0;Boyacá;1;2014
 ;4,928696;-73,425476;331,25;0,39;0,44;27/01/2014;1838;N;VIIRS;n;1;296,7;4,15;D;0;Boyacá;1;2014
 ;4,938497;-73,428116;347,83;0,48;0,4;23/02/2014;1832;N;VIIRS;n;1;294,95;11,35;D;0;Boyacá;1;2014
 ;4,954084;-73,378838;336,92;0,48;0,4;27/03/2014;1833;N;VIIRS;n;1;289,99;5,79;D;0;Boyacá;1;2014
 ;4,957064;-73,378365;341,9;0,45;0,47;29/03/2014;1756;N;VIIRS;n;1;304,46;5,6;D;0;Boyacá;1;2014
 ;4,966012;-73,217377;331,54;0,43;0,62;31/03/2014;1858;N;VIIRS;n;1;298,79;16,83;D;0;Boyacá;1;2014
 ;4,966381;-73,214767;354,8;0,43;0,62;31/03/2014;1858;N;VIIRS;n;1;304,72;16,83;D;0;Boyacá;1;2014
 ;4,966774;-73,211975;333,03;0,43;0,62;31/03/2014;1858;N;VIIRS;n;1;294,6;21,35;D;0;Boyacá;1;2014
 ;4,971767;-73,217819;337,29;0,43;0,62;31/03/2014;1858;N;VIIRS;n;1;299,72;7,18;D;0;Boyacá;1;2014
 ;4,989087;-73,412361;342,93;0,61;0,71;05/02/2014;1729;N;VIIRS;n;1;276,4;10,24;D;0;Boyacá;1;2014
 ;4,989128;-73,417442;329,87;0,61;0,71;05/02/2014;1729;N;VIIRS;n;1;274,07;4,98;D;0;Boyacá;1;2014
 ;4,990302;-73,410728;327,18;0,61;0,71;05/02/2014;1729;N;VIIRS;n;1;275,49;4,98;D;0;Boyacá;1;2014
 ;4,995989;-73,069229;349,11;0,44;0,46;13/03/2014;1755;N;VIIRS;n;1;294,67;10,6;D;0;Boyacá;1;2014
 ;5,004694;-73,249962;329,86;0,46;0,64;30/03/2014;1737;N;VIIRS;n;1;289,47;3,84;D;0;Boyacá;1;2014
 ;5,008132;-73,32312;330,99;0,54;0,42;14/02/2014;1801;N;VIIRS;n;1;299,58;3,44;D;0;Boyacá;1;2014
 ;5,013283;-73,402542;338,22;0,48;0,65;14/03/2014;1736;N;VIIRS;n;1;294,77;7,48;D;0;Boyacá;1;2014
 ;5,013522;-73,403351;336,74;0,48;0,4;23/02/2014;1832;N;VIIRS;n;1;299,4;6,03;D;0;Boyacá;1;2014
 ;5,013968;-73,398514;325,55;0,48;0,65;14/03/2014;1736;N;VIIRS;n;1;294,37;7,86;D;0;Boyacá;1;2014
 ;5,016683;-73,401535;345,08;0,48;0,65;14/03/2014;1736;N;VIIRS;n;1;293,71;6,41;D;0;Boyacá;1;2014
 ;5,022435;-73,412941;331,84;0,47;0,64;30/03/2014;1737;N;VIIRS;n;1;296,29;5,97;D;0;Boyacá;1;2014
 ;5,048275;-73,387611;343,19;0,4;0,44;12/02/2014;1838;N;VIIRS;n;1;305,96;6,66;D;0;Boyacá;1;2014
 ;5,048703;-73,384628;345,01;0,4;0,44;12/02/2014;1838;N;VIIRS;n;1;306,88;9,82;D;0;Boyacá;1;2014
 ;5,048976;-73,386833;350,39;0,4;0,44;12/02/2014;1838;N;VIIRS;n;1;308,26;9,43;D;0;Boyacá;1;2014
 ;5,049415;-73,383858;341,34;0,4;0,44;12/02/2014;1838;N;VIIRS;n;1;305,05;7,77;D;0;Boyacá;1;2014
 ;5,204658;-73,356178;343,34;0,42;0,37;02/02/2014;1826;N;VIIRS;n;1;303,13;6,5;D;0;Boyacá;1;2014
 ;5,208123;-73,356514;346,62;0,42;0,37;02/02/2014;1826;N;VIIRS;n;1;299,2;6,5;D;0;Boyacá;1;2014
 ;5,208868;-73,286003;330,84;0,55;0,68;16/02/2014;1904;N;VIIRS;n;1;286,44;3,96;D;0;Boyacá;1;2014
 ;5,210686;-73,294289;331,9;0,76;0,77;16/02/2014;1723;N;VIIRS;n;1;270,58;9,69;D;0;Boyacá;1;2014
 ;5,212292;-73,285393;339,06;0,55;0,68;16/02/2014;1904;N;VIIRS;n;1;287,72;8,21;D;0;Boyacá;1;2014
 ;5,215403;-73,285049;331,32;0,55;0,68;16/02/2014;1904;N;VIIRS;n;1;285,65;9,33;D;0;Boyacá;1;2014
 ;5,266137;-73,410637;333,95;0,4;0,44;27/01/2014;1838;N;VIIRS;n;1;299,24;2,59;D;0;Boyacá;1;2014
 ;5,267123;-72,995247;334,85;0,42;0,46;12/02/2014;1838;N;VIIRS;n;1;295,06;4,74;D;0;Boyacá;1;2014
 ;5,32469;-72,645477;342,28;0,68;0,74;16/02/2014;1723;N;VIIRS;n;1;291,24;9,75;D;0;Boyacá;1;2014
 ;5,324937;-72,644432;331,33;0,68;0,74;16/02/2014;1723;N;VIIRS;n;1;289,53;9,98;D;0;Boyacá;1;2014
 ;5,33155;-72,750999;338,49;0,41;0,45;09/02/2014;1754;N;VIIRS;n;1;284,76;4,29;D;0;Boyacá;1;2014
 ;5,332157;-72,747299;332,71;0,41;0,45;09/02/2014;1754;N;VIIRS;n;1;284,12;4,29;D;0;Boyacá;1;2014
 ;5,343874;-73,466911;335,07;0,5;0,49;21/03/2014;1846;N;VIIRS;n;1;286,11;8,67;D;0;Boyacá;1;2014
 ;5,361031;-72,600471;342,56;0,68;0,74;16/02/2014;1723;N;VIIRS;n;1;289,5;7,5;D;0;Boyacá;1;2014
 ;5,383677;-72,610588;336,19;0,4;0,44;09/02/2014;1754;N;VIIRS;n;1;281,22;5,42;D;0;Boyacá;1;2014
 ;5,397867;-72,696777;343,08;0,44;0,39;02/02/2014;1826;N;VIIRS;n;1;301,89;7,2;D;0;Boyacá;1;2014
 ;5,401378;-72,697479;330,04;0,44;0,39;02/02/2014;1826;N;VIIRS;n;1;296,92;7,2;D;0;Boyacá;1;2014
 ;5,412113;-72,582222;341,6;0,45;0,47;27/01/2014;1838;N;VIIRS;n;1;294,75;13,66;D;0;Boyacá;1;2014
 ;5,41338;-72,591095;341,65;0,45;0,47;27/01/2014;1838;N;VIIRS;n;1;297,45;6,58;D;0;Boyacá;1;2014
 ;5,414884;-72,593796;339,93;0,45;0,47;27/01/2014;1838;N;VIIRS;n;1;298,2;5,12;D;0;Boyacá;1;2014
 ;5,415024;-72,579979;345,28;0,45;0,47;27/01/2014;1838;N;VIIRS;n;1;298,65;24,95;D;0;Boyacá;1;2014
 ;5,416455;-72,582695;340,22;0,45;0,47;27/01/2014;1838;N;VIIRS;n;1;293,95;13,66;D;0;Boyacá;1;2014
 ;5,41651;-72,579414;346,02;0,48;0,4;14/02/2014;1801;N;VIIRS;n;1;296,05;11,4;D;0;Boyacá;1;2014
 ;5,469509;-72,623108;338,26;0,45;0,39;02/02/2014;1826;N;VIIRS;n;1;288,64;3,87;D;0;Boyacá;1;2014
 ;5,477724;-72,918457;338,76;0,43;0,38;18/02/2014;1826;N;VIIRS;n;1;296,66;5,25;D;0;Boyacá;1;2014
 ;5,482362;-72,609329;336,87;0,32;0,55;15/02/2014;1742;N;VIIRS;n;1;294,62;5,43;D;0;Boyacá;1;2014
 ;5,492672;-72,513718;307,27;0,45;0,39;30/03/2014;633;N;VIIRS;n;1;290,77;1,3;N;0;Boyacá;1;2014
 ;5,495938;-72,978676;346,57;0,43;0,38;01/01/2014;1825;N;VIIRS;n;1;303,95;9,49;D;0;Boyacá;1;2014
 ;5,496276;-72,513435;307,76;0,45;0,39;30/03/2014;633;N;VIIRS;n;1;290,3;1,09;N;0;Boyacá;1;2014
 ;5,502377;-72,642624;354,18;0,41;0,61;30/03/2014;1737;N;VIIRS;n;1;291,35;17,17;D;0;Boyacá;1;2014
 ;5,509701;-72,640144;335,64;0,68;0,74;16/02/2014;1723;N;VIIRS;n;1;295,5;5,26;D;0;Boyacá;1;2014
 ;5,553068;-73,013847;342,09;0,42;0,45;29/03/2014;1756;N;VIIRS;n;1;310,62;15,13;D;0;Boyacá;1;2014
 ;5,557223;-73,014427;347,07;0,42;0,45;29/03/2014;1756;N;VIIRS;n;1;311,4;41,19;D;0;Boyacá;1;2014
 ;5,560335;-72,378799;334,28;0,47;0,4;13/01/2014;1800;N;VIIRS;n;1;301,45;5,2;D;0;Boyacá;1;2014
 ;5,566115;-72,669182;349,04;0,44;0,39;22/03/2014;1827;N;VIIRS;n;1;267,7;35,91;D;0;Boyacá;1;2014
 ;5,566311;-72,407684;336,46;0,47;0,4;14/02/2014;1801;N;VIIRS;n;1;301,82;9,47;D;0;Boyacá;1;2014
 ;5,566746;-72,406982;343,22;0,47;0,4;14/02/2014;1801;N;VIIRS;n;1;300,35;7,97;D;0;Boyacá;1;2014
 ;5,570513;-72,332535;341,28;0,48;0,48;20/02/2014;1748;N;VIIRS;n;1;297,65;7,17;D;0;Boyacá;1;2014
 ;5,570856;-72,873222;310,88;0,35;0,57;14/02/2014;657;N;VIIRS;n;1;275,94;1,94;N;0;Boyacá;1;2014
 ;5,571208;-72,873398;313,92;0,35;0,57;14/02/2014;657;N;VIIRS;n;1;275,83;2,54;N;0;Boyacá;1;2014
 ;5,574347;-72,336815;333,54;0,48;0,48;20/02/2014;1748;N;VIIRS;n;1;294,76;7,17;D;0;Boyacá;1;2014
 ;5,574966;-72,333038;340,01;0,48;0,48;20/02/2014;1748;N;VIIRS;n;1;294,76;7,17;D;0;Boyacá;1;2014
 ;5,575673;-72,703949;336,45;0,39;0,37;13/02/2014;1820;N;VIIRS;n;1;295,3;3,41;D;0;Boyacá;1;2014
 ;5,575701;-72,870316;295,56;0,35;0,57;14/02/2014;657;N;VIIRS;n;1;275,9;0,99;N;0;Boyacá;1;2014
 ;5,576002;-72,422676;342,41;0,65;0,73;16/02/2014;1723;N;VIIRS;n;1;298,79;12,32;D;0;Boyacá;1;2014
 ;5,576162;-72,873024;330,26;0,35;0,57;14/02/2014;657;N;VIIRS;n;1;278,57;2,28;N;0;Boyacá;1;2014
 ;5,576518;-72,873184;326,35;0,35;0,57;14/02/2014;657;N;VIIRS;n;1;277,93;2,12;N;0;Boyacá;1;2014
 ;5,576591;-72,875534;302,22;0,35;0,57;14/02/2014;657;N;VIIRS;n;1;277,03;2,28;N;0;Boyacá;1;2014
 ;5,576965;-72,87571;305,19;0,35;0,57;14/02/2014;657;N;VIIRS;n;1;276,88;2,12;N;0;Boyacá;1;2014
 ;5,577559;-72,424873;348,96;0,65;0,73;16/02/2014;1723;N;VIIRS;n;1;298,21;9,65;D;0;Boyacá;1;2014
 ;5,577702;-72,670853;347,93;0,57;0,52;21/03/2014;1846;N;VIIRS;n;1;284,55;10,73;D;0;Boyacá;1;2014
 ;5,585975;-72,423645;300,04;0,4;0,37;05/02/2014;626;N;VIIRS;n;1;283,67;0,85;N;0;Boyacá;1;2014
 ;5,586691;-74,106789;331,25;0,48;0,4;03/02/2014;1807;N;VIIRS;n;1;294,59;4,86;D;0;Boyacá;1;2014
 ;5,586816;-74,075661;333,23;0,45;0,39;11/03/2014;1833;N;VIIRS;n;1;289,18;2,41;D;0;Boyacá;1;2014
 ;5,587989;-74,076202;327,72;0,45;0,39;11/03/2014;1833;N;VIIRS;n;1;287,15;1,64;D;0;Boyacá;1;2014
 ;5,588012;-73,014969;354,8;0,43;0,38;01/01/2014;1825;N;VIIRS;n;1;313;17,47;D;0;Boyacá;1;2014
 ;5,58817;-72,393181;305,36;0,41;0,37;31/03/2014;615;N;VIIRS;n;1;291,64;0,89;N;0;Boyacá;1;2014
 ;5,589317;-72,423012;309,75;0,4;0,37;05/02/2014;626;N;VIIRS;n;1;285,61;0,85;N;0;Boyacá;1;2014
 ;5,591516;-73,015411;345,8;0,43;0,38;01/01/2014;1825;N;VIIRS;n;1;302,11;9,06;D;0;Boyacá;1;2014
 ;5,59156;-72,379326;301,89;0,61;0,71;23/01/2014;709;N;VIIRS;n;1;283,08;2,59;N;0;Boyacá;1;2014
 ;5,593301;-72,364754;309,73;0,62;0,71;23/01/2014;709;N;VIIRS;n;1;283,26;3,44;N;0;Boyacá;1;2014
 ;5,593897;-72,367943;311,29;0,62;0,71;23/01/2014;709;N;VIIRS;n;1;283,38;2,92;N;0;Boyacá;1;2014
 ;5,594506;-72,371216;307,02;0,62;0,71;23/01/2014;709;N;VIIRS;n;1;284;2,92;N;0;Boyacá;1;2014
 ;5,59517;-72,374771;301,47;0,61;0,71;23/01/2014;709;N;VIIRS;n;1;284,46;1,84;N;0;Boyacá;1;2014
 ;5,595642;-72,364456;313,91;0,62;0,71;23/01/2014;709;N;VIIRS;n;1;283,61;4,05;N;0;Boyacá;1;2014
 ;5,595927;-72,37883;301,42;0,61;0,71;23/01/2014;709;N;VIIRS;n;1;284,59;1,84;N;0;Boyacá;1;2014
 ;5,596183;-72,367432;327,32;0,62;0,71;23/01/2014;709;N;VIIRS;n;1;284,04;4,05;N;0;Boyacá;1;2014
 ;5,596398;-72,398216;300,46;0,58;0,52;09/02/2014;651;N;VIIRS;n;1;287,57;1,32;N;0;Boyacá;1;2014
 ;5,596763;-72,370636;318,72;0,62;0,71;23/01/2014;709;N;VIIRS;n;1;283,93;3,61;N;0;Boyacá;1;2014
 ;5,597147;-72,34919;339,78;0,57;0,43;09/02/2014;1755;N;VIIRS;n;1;285,32;6,69;D;0;Boyacá;1;2014
 ;5,597436;-72,374367;301,32;0,62;0,71;23/01/2014;709;N;VIIRS;n;1;284,35;3,61;N;0;Boyacá;1;2014
 ;5,600423;-72,366592;315,38;0,62;0,71;23/01/2014;709;N;VIIRS;n;1;282,69;2,23;N;0;Boyacá;1;2014
 ;5,601005;-72,369713;307,11;0,62;0,71;23/01/2014;709;N;VIIRS;n;1;283,72;2,23;N;0;Boyacá;1;2014
 ;5,602924;-72,916962;341,18;0,41;0,45;29/03/2014;1756;N;VIIRS;n;1;307,43;4,47;D;0;Boyacá;1;2014
 ;5,604957;-74,085678;339,98;0,46;0,47;21/03/2014;1846;N;VIIRS;n;1;294,57;6,07;D;0;Boyacá;1;2014
 ;5,606364;-72,315353;333,3;0,63;0,72;04/03/2014;1904;N;VIIRS;n;1;288,81;4,38;D;0;Boyacá;1;2014
 ;5,606986;-72,384842;334,21;0,56;0,43;07/02/2014;1832;N;VIIRS;n;1;288,12;9,72;D;0;Boyacá;1;2014
 ;5,607085;-72,91732;341,1;0,41;0,45;29/03/2014;1756;N;VIIRS;n;1;304,72;9,81;D;0;Boyacá;1;2014
 ;5,607703;-72,379921;347,31;0,56;0,43;07/02/2014;1832;N;VIIRS;n;1;302,17;66,59;D;0;Boyacá;1;2014
 ;5,610915;-72,385536;335,23;0,56;0,43;07/02/2014;1832;N;VIIRS;n;1;288,72;9,72;D;0;Boyacá;1;2014
 ;5,611598;-72,380859;347,38;0,56;0,43;07/02/2014;1832;N;VIIRS;n;1;293,17;66,59;D;0;Boyacá;1;2014
 ;5,614429;-72,640831;331,81;0,4;0,37;17/03/2014;1820;N;VIIRS;n;1;299,68;2,29;D;0;Boyacá;1;2014
 ;5,617839;-73,319748;340,55;0,42;0,38;02/02/2014;1826;N;VIIRS;n;1;308,99;10,66;D;0;Boyacá;1;2014
 ;5,619913;-72,325996;349,77;0,46;0,39;18/02/2014;1826;N;VIIRS;n;1;299,76;14,29;D;0;Boyacá;1;2014
 ;5,623875;-72,540451;330,11;0,48;0,4;14/02/2014;1801;N;VIIRS;n;1;295,7;4,24;D;0;Boyacá;1;2014
 ;5,624178;-72,7565;329,23;0,47;0,64;10/01/2014;1857;N;VIIRS;n;1;294,86;2,48;D;0;Boyacá;1;2014
 ;5,625891;-72,377922;332,11;0,65;0,73;20/03/2014;1724;N;VIIRS;n;1;288,45;5,57;D;0;Boyacá;1;2014
 ;5,626995;-72,756462;329,24;0,47;0,64;10/01/2014;1857;N;VIIRS;n;1;295,2;3,18;D;0;Boyacá;1;2014
 ;5,634192;-72,460579;340,39;0,45;0,39;06/03/2014;1826;N;VIIRS;n;1;279,1;20,87;D;0;Boyacá;1;2014
 ;5,637227;-74,298378;341,88;0,51;0,49;29/03/2014;1756;N;VIIRS;n;1;296,32;7,25;D;0;Boyacá;1;2014
 ;5,640349;-72,478157;321,39;0,41;0,61;01/01/2014;541;N;VIIRS;n;1;284,52;1,68;N;0;Boyacá;1;2014
 ;5,643436;-72,608597;331,49;0,45;0,39;22/03/2014;1827;N;VIIRS;n;1;282,97;4,43;D;0;Boyacá;1;2014
 ;5,646174;-72,478813;300;0,41;0,61;01/01/2014;541;N;VIIRS;n;1;285,49;1,68;N;0;Boyacá;1;2014
 ;5,6471;-72,319016;302,92;0,63;0,54;23/02/2014;548;N;VIIRS;n;1;266,94;1,95;N;0;Boyacá;1;2014
 ;5,647767;-72,323586;300,22;0,63;0,54;23/02/2014;548;N;VIIRS;n;1;264,95;1,95;N;0;Boyacá;1;2014
 ;5,648851;-72,459969;331,74;0,4;0,37;01/03/2014;1820;N;VIIRS;n;1;295,69;2,84;D;0;Boyacá;1;2014
 ;5,649247;-72,704384;337,48;0,49;0,4;14/02/2014;1801;N;VIIRS;n;1;300,88;30,12;D;0;Boyacá;1;2014
 ;5,653045;-72,380074;301,2;0,39;0,44;21/03/2014;602;N;VIIRS;n;1;288,2;1,39;N;0;Boyacá;1;2014
 ;5,653128;-72,380638;312,08;0,39;0,44;21/03/2014;602;N;VIIRS;n;1;288,49;1,47;N;0;Boyacá;1;2014
 ;5,653525;-72,38324;320,27;0,39;0,44;21/03/2014;602;N;VIIRS;n;1;288,7;1,39;N;0;Boyacá;1;2014
 ;5,653592;-72,383812;308,75;0,39;0,44;21/03/2014;602;N;VIIRS;n;1;288,44;1,47;N;0;Boyacá;1;2014
 ;5,660419;-72,470673;341,62;0,4;0,37;17/03/2014;1820;N;VIIRS;n;1;296,32;5,11;D;0;Boyacá;1;2014
 ;5,665696;-72,709999;348,53;0,45;0,47;12/02/2014;1839;N;VIIRS;n;1;294,69;7,68;D;0;Boyacá;1;2014
 ;5,667096;-72,467552;296,19;0,53;0,67;12/01/2014;535;N;VIIRS;n;1;286,15;0,81;N;0;Boyacá;1;2014
 ;5,667789;-72,472534;306,48;0,53;0,67;12/01/2014;535;N;VIIRS;n;1;286,56;2,1;N;0;Boyacá;1;2014
 ;5,668264;-74,024231;345,59;0,48;0,48;29/03/2014;1756;N;VIIRS;n;1;297,45;16,68;D;0;Boyacá;1;2014
 ;5,672274;-72,33062;338,04;0,46;0,39;02/02/2014;1826;N;VIIRS;n;1;298,31;3,87;D;0;Boyacá;1;2014
 ;5,675853;-72,331367;332,79;0,46;0,39;02/02/2014;1826;N;VIIRS;n;1;296,03;2,84;D;0;Boyacá;1;2014
 ;5,676662;-72,684021;330,06;0,4;0,37;13/02/2014;1820;N;VIIRS;n;1;286,54;3,51;D;0;Boyacá;1;2014
 ;5,676844;-72,466965;334,65;0,47;0,4;13/01/2014;1800;N;VIIRS;n;1;303,97;6,53;D;0;Boyacá;1;2014
 ;5,676876;-72,639107;341,09;0,32;0,55;15/02/2014;1742;N;VIIRS;n;1;297,35;3,38;D;0;Boyacá;1;2014
 ;5,67725;-72,636894;341,25;0,32;0,55;15/02/2014;1742;N;VIIRS;n;1;296,69;3,38;D;0;Boyacá;1;2014
 ;5,678717;-74,263741;330,31;0,45;0,39;27/03/2014;1833;N;VIIRS;n;1;295,53;2,91;D;0;Boyacá;1;2014
 ;5,679452;-72,289886;306,21;0,52;0,66;12/01/2014;535;N;VIIRS;n;1;288,38;2,05;N;0;Boyacá;1;2014
 ;5,680655;-74,033859;343,83;0,45;0,39;11/03/2014;1833;N;VIIRS;n;1;292,49;6,48;D;0;Boyacá;1;2014
 ;5,685273;-72,28643;306,85;0,52;0,66;12/01/2014;535;N;VIIRS;n;1;288,12;1,9;N;0;Boyacá;1;2014
 ;5,690027;-72,652908;341,49;0,32;0,55;15/02/2014;1742;N;VIIRS;n;1;296,08;4,26;D;0;Boyacá;1;2014
 ;5,690813;-72,607498;342,64;0,41;0,37;03/02/2014;1807;N;VIIRS;n;1;295,75;2,77;D;0;Boyacá;1;2014
 ;5,691612;-72,316025;301,65;0,49;0,49;11/01/2014;554;N;VIIRS;n;1;287,99;0,91;N;0;Boyacá;1;2014
 ;5,692136;-72,319595;322,44;0,49;0,49;11/01/2014;554;N;VIIRS;n;1;288,23;4,34;N;0;Boyacá;1;2014
