Año,Trimestre,Mes,Día,acq_time,Año,bright_ti4,bright_ti5,confidence,daynight,frp,Id,instrument,Promedio de latitude,Promedio de longitude,satellite,scan,track,Trimestre,type,version,Zona
2014,Trim. 1,febrero,9,10527,6,2007.08,1717.19,n,D,33.57,"",VIIRS,5.550250166666667,-72.80955766666666,N,2.8400000000000003,2.68,12084,0,6,Boyacá
2014,Trim. 1,febrero,9,3255,5,1494.15,1419.66,n,N,6.05,"",VIIRS,5.6835954,-72.7046616,N,2.7800000000000002,2.5599999999999996,10070,8,5,Boyacá
2014,Trim. 1,febrero,10,3472,2,685.39,571.08,n,D,11.15,"",VIIRS,5.842912500000001,-72.3153155,N,0.78,1.18,4028,0,2,Boyacá
2014,Trim. 1,febrero,10,4424,7,2100.76,1921.95,n,N,7.34,"",VIIRS,5.484864285714285,-73.450553,N,2.89,2.6100000000000003,14098,6,7,Boyacá
2014,Trim. 1,febrero,11,3714,2,671.43,575.98,n,D,16.95,"",VIIRS,5.9206085,-72.724594,N,0.96,1.28,4028,0,2,Boyacá
2014,Trim. 1,febrero,11,1226,2,596.08,555.09,n,N,1.62,"",VIIRS,6.4064485,-72.21846400000001,N,0.82,0.74,4028,0,2,Boyacá
2014,Trim. 1,febrero,12,1838,1,367,303.79,h,D,15.97,"",VIIRS,4.800115,-73.361481,N,0.4,0.44,2014,0,1,Boyacá
2014,Trim. 1,febrero,12,1839,1,367,326.43,l,D,97.24,"",VIIRS,5.899209,-72.935905,N,0.44,0.46,2014,0,1,Boyacá
2014,Trim. 1,febrero,12,31252,17,5832.74,5110.21,n,D,243.45,"",VIIRS,5.32720988235294,-73.2149124117647,N,7.210000000000001,7.62,34238,0,17,Boyacá
2014,Trim. 1,febrero,12,2220,4,1220.1,1113.55,n,N,5.11,"",VIIRS,5.51149375,-72.4509985,N,2,1.96,8056,6,4,Boyacá
2014,Trim. 1,febrero,13,29120,16,5356.85,4626.62,n,D,66.06,"",VIIRS,5.711928125,-72.661440875,N,6.350000000000002,5.85,32224,0,16,Boyacá
2014,Trim. 1,febrero,13,9116,16,5019.04,4454.65,n,N,73.73,"",VIIRS,5.625677312500001,-73.04283931249999,N,9.799999999999999,11.329999999999995,32224,2,16,Boyacá
2014,Trim. 1,febrero,14,5403,3,999.55,916.63,l,D,15.86,"",VIIRS,5.639912666666667,-72.75351466666666,N,1.47,1.22,6042,2,3,Boyacá
2014,Trim. 1,febrero,14,55831,31,10488.51,9304.7,n,D,420.81,"",VIIRS,5.824449838709677,-72.66978816129031,N,14.810000000000002,12.460000000000006,62434,0,31,Boyacá
2014,Trim. 1,febrero,14,9198,14,4314.77,3895.43,n,N,23.97,"",VIIRS,5.634237142857143,-72.83170642857142,N,5.21,7.960000000000001,28196,8,14,Boyacá
2014,Trim. 1,febrero,15,1742,1,367,306.94,h,D,21.75,"",VIIRS,6.151709,-72.525154,N,0.62,0.54,2014,0,1,Boyacá
2014,Trim. 1,febrero,15,1742,1,293.84,296.1,l,D,72.64,"",VIIRS,5.737632,-72.52124,N,0.63,0.54,2014,0,1,Boyacá
2014,Trim. 1,febrero,15,41808,24,8151.15,7113.94,n,D,279.8,"",VIIRS,5.880509208333333,-72.68014870833333,N,11.37,13.159999999999998,48336,0,24,Boyacá
2014,Trim. 1,febrero,15,1915,3,905.96,855.64,n,N,4.21,"",VIIRS,5.744740333333333,-72.432256,N,1.62,1.26,6042,2,3,Boyacá
2014,Trim. 1,febrero,16,14149,8,2936,2375.34,h,D,204.88,"",VIIRS,6.106181374999999,-72.397510625,N,5.13,5.789999999999999,16112,0,8,Boyacá
2014,Trim. 1,febrero,16,5350,3,1101,855.48,l,D,110.76,"",VIIRS,5.697345666666666,-72.61231000000001,N,1.9899999999999998,2.2,6042,0,3,Boyacá
2014,Trim. 1,febrero,16,73546,41,13950.28,11829.62,n,D,606.51,"",VIIRS,5.857238487804878,-72.56317746341465,N,26.269999999999996,29.640000000000004,82574,6,41,Boyacá
2014,Trim. 1,febrero,16,17980,29,8816.18,8255.52,n,N,27.89,"",VIIRS,5.565699448275862,-72.99363893103447,N,11.340000000000007,10.579999999999995,58406,38,29,Boyacá
2014,Trim. 1,febrero,17,9225,5,1711.2,1472.61,n,D,67.56,"",VIIRS,5.9310038,-72.2479952,N,2.7699999999999996,2.71,10070,0,5,Boyacá
2014,Trim. 1,febrero,17,1803,3,964.45,848.09,n,N,5.3,"",VIIRS,5.864364666666667,-72.33860500000002,N,1.1800000000000002,1.32,6042,0,3,Boyacá
2014,Trim. 1,febrero,18,1826,1,330.95,304.2,l,D,57.27,"",VIIRS,6.173328,-74.576691,N,0.39,0.36,2014,3,1,Boyacá
2014,Trim. 1,febrero,18,31042,17,5758.76,5086.68,n,D,207.36,"",VIIRS,5.513640823529413,-73.19217188235292,N,7.31,6.429999999999999,34238,5,17,Boyacá
2014,Trim. 1,febrero,19,9035,5,1685.42,1494.93,n,D,49.08,"",VIIRS,5.9606486,-72.5679672,N,2.05,1.8599999999999999,10070,0,5,Boyacá
2014,Trim. 1,febrero,20,6992,4,1356.6,1182.68,n,D,32.13,"",VIIRS,5.34521625,-72.54952424999999,N,2.01,1.96,8056,0,4,Boyacá
2014,Trim. 1,febrero,21,6920,4,1317.98,1127.99,n,D,28.33,"",VIIRS,5.881161500000001,-74.21999724999999,N,2.6599999999999997,2.95,8056,0,4,Boyacá
2014,Trim. 1,febrero,23,10992,6,2043.17,1746.73,n,D,88.76,"",VIIRS,5.267956833333333,-72.88538766666666,N,3.11,2.48,12084,3,6,Boyacá
2014,Trim. 1,febrero,23,1096,2,603.14,531.89,n,N,3.9,"",VIIRS,5.6474335,-72.321301,N,1.26,1.08,4028,0,2,Boyacá
2014,Trim. 1,febrero,24,1814,1,330.04,302.32,l,D,2.58,"",VIIRS,6.122395,-73.520683,N,0.39,0.36,2014,0,1,Boyacá
2014,Trim. 1,febrero,24,21765,12,4048.3,3580.95,n,D,45.11,"",VIIRS,5.467985083333333,-72.70869125,N,4.629999999999999,4.339999999999999,24168,0,12,Boyacá
2014,Trim. 1,febrero,25,651,1,310.3,282.63,n,N,1.99,"",VIIRS,5.595904,-72.284996,N,0.59,0.53,2014,0,1,Boyacá
2014,Trim. 1,marzo,1,3640,2,675.85,583.85,n,D,6.08,"",VIIRS,5.229255,-72.7660145,N,0.79,0.73,4028,0,2,Boyacá
2014,Trim. 1,marzo,3,3484,2,660.2,580.96,n,D,5.63,"",VIIRS,6.1099615,-73.4734005,N,0.73,1.15,4028,0,2,Boyacá
2014,Trim. 1,marzo,4,5712,3,1005.32,867.28,n,D,10.34,"",VIIRS,5.9066806666666665,-73.74163833333334,N,1.55,2,6042,0,3,Boyacá
2014,Trim. 1,marzo,5,16605,9,3030.15,2617.94,n,D,43.49,"",VIIRS,5.992946666666667,-74.05186822222223,N,4.210000000000001,4.27,18126,0,9,Boyacá
2014,Trim. 1,marzo,6,10956,6,1991.31,1693.78,n,D,35.04,"",VIIRS,5.807126833333332,-73.60557683333333,N,2.48,2.22,12084,0,6,Boyacá
2014,Trim. 1,marzo,7,7232,4,1346.24,1184.47,n,D,30.31,"",VIIRS,6.087007249999999,-74.05782124999999,N,1.88,1.5999999999999999,8056,0,4,Boyacá
2014,Trim. 1,marzo,8,5245,3,1008.02,853.93,n,D,19.55,"",VIIRS,5.207195333333334,-73.25363666666668,N,1.69,1.56,6042,0,3,Boyacá
2014,Trim. 1,marzo,9,1730,1,325.57,293.99,n,D,4.49,"",VIIRS,6.121522,-73.538269,N,0.6,0.71,2014,0,1,Boyacá
2014,Trim. 1,marzo,9,1252,2,600.59,539.61,n,N,2.05,"",VIIRS,5.4354665,-73.61813749999999,N,0.76,0.72,4028,4,2,Boyacá
2014,Trim. 1,marzo,10,3704,2,655,549.72,n,D,4.31,"",VIIRS,5.993202500000001,-73.57894150000001,N,0.64,1.1,4028,0,2,Boyacá
2014,Trim. 1,marzo,11,20163,11,3685.29,3164.59,n,D,63.39,"",VIIRS,5.813859181818182,-74.09863336363637,N,4.950000000000001,4.300000000000001,22154,0,11,Boyacá
2014,Trim. 1,marzo,12,5442,3,1007.79,911.8,l,D,21.57,"",VIIRS,5.483118666666667,-72.89409166666665,N,1.17,1.08,6042,0,3,Boyacá
2014,Trim. 1,marzo,12,16326,9,3053.25,2701.64,n,D,56.13,"",VIIRS,5.583952,-72.71274566666666,N,3.49,3.2399999999999993,18126,0,9,Boyacá
2014,Trim. 1,marzo,13,3510,2,683.47,584.15,n,D,14.31,"",VIIRS,5.3603305,-72.793476,N,0.8300000000000001,0.9,4028,0,2,Boyacá
2014,Trim. 1,marzo,13,651,1,296.07,282.45,n,N,1.37,"",VIIRS,5.74776,-72.90876,N,0.53,0.5,2014,2,1,Boyacá
2014,Trim. 1,marzo,14,3472,2,734,582.39,h,D,31.57,"",VIIRS,5.712672,-72.49975549999999,N,0.82,1.2,4028,0,2,Boyacá
2014,Trim. 1,marzo,14,1736,1,367,289.13,l,D,18.38,"",VIIRS,5.713768,-72.498344,N,0.41,0.6,2014,0,1,Boyacá
2014,Trim. 1,marzo,14,15986,9,3024.88,2617.97,n,D,69.99,"",VIIRS,5.606094,-73.17801666666666,N,4.56,5.890000000000001,18126,0,9,Boyacá
2014,Trim. 1,marzo,16,5517,3,1026.75,900.91,n,D,14.75,"",VIIRS,5.834377333333333,-72.882708,N,1.32,1.38,6042,2,3,Boyacá
2014,Trim. 1,marzo,17,16382,9,3034.57,2679.07,n,D,51.12,"",VIIRS,5.786808555555556,-72.9311252222222,N,3.5899999999999994,3.3000000000000003,18126,0,9,Boyacá
2014,Trim. 1,marzo,17,1434,2,644.21,557.7,n,N,8.62,"",VIIRS,5.7757245,-72.88155,N,1.44,1.5,4028,4,2,Boyacá
2014,Trim. 1,marzo,18,1974,3,950.05,840.02,n,N,4.99,"",VIIRS,5.776772333333334,-72.88106799999998,N,1.02,1.6800000000000002,6042,6,3,Boyacá
2014,Trim. 1,marzo,19,5112,8,2408.13,2242.63,n,N,11.69,"",VIIRS,5.622892625,-73.222267,N,3.9099999999999993,3.2400000000000007,16112,16,8,Boyacá
2014,Trim. 1,marzo,20,3629,2,734,588.29,h,D,73.27,"",VIIRS,6.209833,-74.056904,N,1.22,1.4,4028,0,2,Boyacá
2014,Trim. 1,marzo,20,1905,1,298.51,302.44,l,D,49.27,"",VIIRS,6.297303,-74.589638,N,0.46,0.63,2014,0,1,Boyacá
2014,Trim. 1,marzo,20,10886,6,2007.89,1737.18,n,D,125.69,"",VIIRS,5.913938833333333,-73.35923633333333,N,3.3099999999999996,4.079999999999999,12084,0,6,Boyacá
2014,Trim. 1,marzo,20,8680,14,4377.37,3993.33,n,N,27.59,"",VIIRS,5.576644642857143,-72.86397828571428,N,5.439999999999999,5.080000000000001,28196,18,14,Boyacá
2014,Trim. 1,marzo,21,14768,8,2714.08,2328.6,n,D,54.78,"",VIIRS,5.67412525,-73.94596775,N,3.78,3.8099999999999996,16112,0,8,Boyacá
2014,Trim. 1,marzo,21,7826,13,3995.14,3727.43,n,N,16.92,"",VIIRS,5.644569153846153,-72.62867738461537,N,5.290000000000001,5.819999999999999,26182,8,13,Boyacá
2014,Trim. 1,marzo,22,9135,5,1675.51,1421.47,n,D,51.01,"",VIIRS,5.6691608,-73.2819336,N,2.13,1.9000000000000004,10070,0,5,Boyacá
2014,Trim. 1,marzo,22,543,1,308.83,288.15,n,N,2.1,"",VIIRS,5.520422,-72.37616,N,0.41,0.6,2014,0,1,Boyacá
2014,Trim. 1,marzo,23,3616,2,672.05,605.95,l,D,16.8,"",VIIRS,5.9343265,-73.2048,N,0.86,0.77,4028,2,2,Boyacá
2014,Trim. 1,marzo,27,10998,6,2013.21,1777.62,n,D,25.82,"",VIIRS,5.7514875,-74.19228516666668,N,2.69,2.3500000000000005,12084,0,6,Boyacá
2014,Trim. 1,marzo,28,1815,1,334.08,300.79,l,D,3.27,"",VIIRS,6.102374,-73.532776,N,0.39,0.36,2014,0,1,Boyacá
2014,Trim. 1,marzo,28,29036,16,5388.18,4780.21,n,D,104.86,"",VIIRS,5.990221312500001,-73.03277775,N,6.22,5.79,32224,0,16,Boyacá
2014,Trim. 1,marzo,29,1756,1,333.18,306.13,l,D,2.25,"",VIIRS,5.441983,-72.452446,N,0.39,0.44,2014,2,1,Boyacá
2014,Trim. 1,marzo,29,43900,25,8460.01,7504.07,n,D,248.23,"",VIIRS,5.854919120000001,-73.49233184000002,N,11.939999999999998,11.610000000000003,50350,0,25,Boyacá
2014,Trim. 1,marzo,29,9128,14,4273.66,4000.66,n,N,20.25,"",VIIRS,5.604665928571428,-72.77589107142856,N,7.73,7.18,28196,22,14,Boyacá
2014,Trim. 1,marzo,30,1737,1,367,293.09,h,D,17.17,"",VIIRS,5.50294,-72.639381,N,0.41,0.61,2014,0,1,Boyacá
2014,Trim. 1,marzo,30,1737,1,367,279.28,l,D,14.8,"",VIIRS,6.746438,-72.498322,N,0.39,0.59,2014,0,1,Boyacá
2014,Trim. 1,marzo,30,15633,9,3064.11,2574.63,n,D,81.34,"",VIIRS,6.153297888888889,-72.81916555555556,N,3.7600000000000002,5.4799999999999995,18126,0,9,Boyacá
2014,Trim. 1,marzo,30,4431,7,2130.45,2008.27,n,N,8.07,"",VIIRS,5.457266,-73.10643228571429,N,2.99,2.6500000000000004,14098,10,7,Boyacá
2014,Trim. 1,marzo,31,3717,2,734,596.52,h,D,13.48,"",VIIRS,5.3422395,-73.91824,N,0.78,1.19,4028,0,2,Boyacá
2014,Trim. 1,marzo,31,29737,16,5443.81,4728.07,n,D,138.35,"",VIIRS,5.7412311250000005,-73.18072331249999,N,7.1499999999999995,10.01,32224,0,16,Boyacá
2014,Trim. 1,marzo,31,2460,4,1226.97,1151.59,n,N,4.02,"",VIIRS,5.6507214999999995,-72.66219325,N,1.68,1.5,8056,6,4,Boyacá
2014,Trim. 2,abril,1,11040,12,2028.13,1766.21,n,D,44.22,"",VIIRS,5.669161166666666,-73.2350795,N,2.8899999999999997,2.71,12084,0,6,Boyacá
2014,Trim. 2,abril,1,2223,8,1199.03,1128.94,n,N,5.14,"",VIIRS,5.9895967500000005,-72.86956799999999,N,2.16,2.04,8056,2,4,Boyacá
2014,Trim. 2,abril,4,1744,2,333.53,289.77,n,D,2.32,"",VIIRS,5.839099,-74.166389,N,0.4,0.6,2014,0,1,Boyacá
2014,Trim. 2,abril,5,1905,2,328.51,287.37,n,D,4,"",VIIRS,5.831346,-74.405876,N,0.47,0.64,2014,0,1,Boyacá
2014,Trim. 2,abril,5,621,2,297.84,265.7,n,N,1.06,"",VIIRS,5.773534,-72.879311,N,0.39,0.36,2014,2,1,Boyacá
2014,Trim. 2,abril,6,1846,2,330.67,276.31,n,D,4.05,"",VIIRS,5.68757,-74.274208,N,0.45,0.47,2014,0,1,Boyacá
2014,Trim. 2,abril,6,1806,6,897.15,826.08,n,N,3.15,"",VIIRS,5.686514333333332,-73.09120166666666,N,1.3,1.3699999999999999,6042,6,3,Boyacá
2014,Trim. 2,abril,9,2584,8,1215.59,1089.89,n,N,6.01,"",VIIRS,5.709791,-73.035967,N,1.68,1.82,8056,8,4,Boyacá
2014,Trim. 2,abril,10,5555,6,1030.41,888.86,n,D,29.55,"",VIIRS,5.953785,-73.01285533333333,N,2.17,2.26,6042,0,3,Boyacá
2014,Trim. 2,abril,10,11299,36,5465.35,5054.97,n,N,15.52,"",VIIRS,5.546139499999999,-73.3778753888889,N,6.889999999999999,6.480000000000001,36252,28,18,Boyacá
2014,Trim. 2,abril,11,3706,4,734,600.14,h,D,38.38,"",VIIRS,5.4742695,-73.4941675,N,0.66,1.1,4028,0,2,Boyacá
2014,Trim. 2,abril,11,1853,2,367,289.41,l,D,6.85,"",VIIRS,5.79593,-72.950829,N,0.36,0.57,2014,0,1,Boyacá
2014,Trim. 2,abril,11,3706,4,681.01,587.04,n,D,9.74,"",VIIRS,5.801335999999999,-73.78856300000001,N,0.91,1.08,4028,0,2,Boyacá
2014,Trim. 2,abril,11,3654,12,1832.16,1697.6,n,N,10.71,"",VIIRS,5.773372833333333,-72.89069366666666,N,3.0300000000000002,2.46,12084,12,6,Boyacá
2014,Trim. 2,abril,12,3668,4,664.68,585.49,n,D,6.62,"",VIIRS,5.573594,-73.80603049999999,N,0.94,0.8,4028,3,2,Boyacá
2014,Trim. 2,abril,12,2750,10,1521.91,1401.22,n,N,8.14,"",VIIRS,5.743217400000001,-72.81980899999999,N,2.0100000000000002,2.7800000000000002,10070,4,5,Boyacá
2014,Trim. 2,abril,13,1815,2,339.62,296.7,n,D,3.54,"",VIIRS,5.794802,-72.950012,N,0.39,0.36,2014,0,1,Boyacá
2014,Trim. 2,abril,13,1773,6,896.6,835.26,n,N,8.29,"",VIIRS,5.780339333333334,-72.95030200000001,N,2.03,2.21,6042,2,3,Boyacá
2014,Trim. 2,abril,14,1756,2,333.58,292.94,n,D,5.77,"",VIIRS,5.528112,-72.258049,N,0.56,0.43,2014,0,1,Boyacá
2014,Trim. 2,abril,14,1306,4,603.43,557.86,n,N,3.27,"",VIIRS,5.615565500000001,-73.2440875,N,1.04,1,4028,4,2,Boyacá
2014,Trim. 2,abril,16,1859,2,329.83,291.97,n,D,2.39,"",VIIRS,6.055623,-73.569954,N,0.42,0.61,2014,0,1,Boyacá
2014,Trim. 2,abril,17,1112,4,608.25,572.25,n,N,3.04,"",VIIRS,6.219461,-74.57260149999999,N,0.7,1.14,4028,4,2,Boyacá
2014,Trim. 2,abril,21,5598,18,2746.73,2497.08,n,N,9.32,"",VIIRS,5.676120666666667,-73.104999,N,3.540000000000001,3.269999999999999,18126,18,9,Boyacá
2014,Trim. 2,abril,23,7312,8,1349.45,1209.49,n,D,288.27,"",VIIRS,5.8574015,-73.642092,N,1.6800000000000002,1.52,8056,4,4,Boyacá
2014,Trim. 2,abril,25,3502,4,678.69,577.7,n,D,13.59,"",VIIRS,5.985891,-74.353523,N,1.28,1.08,4028,0,2,Boyacá
2014,Trim. 2,abril,28,1834,2,336.52,306.49,n,D,6.64,"",VIIRS,5.773778,-72.879349,N,0.53,0.42,2014,2,1,Boyacá
2014,Trim. 2,abril,30,1306,4,597.13,563.56,n,N,2.98,"",VIIRS,5.760920499999999,-72.8961485,N,1.1,1.02,4028,4,2,Boyacá
2014,Trim. 2,mayo,2,616,2,300.91,271.81,n,N,0.83,"",VIIRS,5.807291,-72.870094,N,0.42,0.38,2014,2,1,Boyacá
2014,Trim. 2,mayo,3,1841,2,330.93,294.35,n,D,3.34,"",VIIRS,4.964822,-72.936592,N,0.43,0.46,2014,0,1,Boyacá
2014,Trim. 2,mayo,4,10932,12,2016.42,1792.52,n,D,47.91,"",VIIRS,6.152434500000001,-72.91882333333334,N,2.3699999999999997,2.1999999999999997,12084,6,6,Boyacá
2014,Trim. 2,mayo,5,1400,4,599.82,571.41,n,N,0.68,"",VIIRS,5.443019,-72.453518,N,0.76,1.18,4028,4,2,Boyacá
2014,Trim. 2,mayo,6,1282,4,598.11,555.04,n,N,2.46,"",VIIRS,5.4685685,-73.5535355,N,0.96,0.8,4028,4,2,Boyacá
2014,Trim. 2,mayo,12,6287,20,3048.36,2800.4,n,N,11.63,"",VIIRS,5.5642114,-73.33835599999999,N,3.829999999999999,3.599999999999999,20140,20,10,Boyacá
2014,Trim. 2,mayo,13,1854,2,329.65,294.28,n,D,3.27,"",VIIRS,6.118853,-73.529358,N,0.33,0.56,2014,0,1,Boyacá
2014,Trim. 2,mayo,13,3660,12,1838.5,1654.48,n,N,7.81,"",VIIRS,5.730636666666666,-72.80485150000001,N,2.9699999999999998,2.45,12084,12,6,Boyacá
2014,Trim. 2,mayo,16,1757,2,331.89,283.83,n,D,4.96,"",VIIRS,5.877216,-74.429398,N,0.5,0.49,2014,0,1,Boyacá
2014,Trim. 2,mayo,16,1962,6,916.94,825.24,n,N,8.48,"",VIIRS,5.771923999999999,-72.89901466666666,N,1.6400000000000001,1.53,6042,6,3,Boyacá
2014,Trim. 2,mayo,17,5757,6,1013.01,849.09,n,D,23.73,"",VIIRS,5.965791,-74.39226033333334,N,2.31,2.33,6042,0,3,Boyacá
2014,Trim. 2,mayo,17,1905,6,900.37,814.31,n,N,3.8,"",VIIRS,5.469303333333333,-73.55244933333334,N,1.23,1.1099999999999999,6042,6,3,Boyacá
2014,Trim. 2,mayo,20,3644,4,661.02,579.87,n,D,6.75,"",VIIRS,5.760774,-72.894169,N,0.78,0.72,4028,4,2,Boyacá
2014,Trim. 2,mayo,21,1400,4,603.54,562.42,n,N,2.71,"",VIIRS,5.755361,-72.921089,N,0.7,1.14,4028,4,2,Boyacá
2014,Trim. 2,mayo,23,1906,2,327.71,287.76,n,D,6.32,"",VIIRS,5.670814,-72.439667,N,0.64,0.72,2014,0,1,Boyacá
2014,Trim. 2,mayo,23,1245,4,598.72,549.19,n,N,1.21,"",VIIRS,5.460229,-72.983349,N,0.78,0.73,4028,4,2,Boyacá
2014,Trim. 2,mayo,24,3696,4,666.31,612.56,l,D,17.71,"",VIIRS,5.774008,-72.874924,N,1.14,1.04,4028,4,2,Boyacá
2014,Trim. 2,mayo,25,1829,2,341.05,308.98,n,D,7.67,"",VIIRS,5.772604,-72.875328,N,0.44,0.39,2014,2,1,Boyacá
2014,Trim. 2,mayo,25,545,2,302.26,280.8,n,N,1.02,"",VIIRS,5.809453,-72.870796,N,0.44,0.62,2014,2,1,Boyacá
2014,Trim. 2,mayo,26,2826,8,1189.97,1113.02,n,N,6.03,"",VIIRS,5.6143795,-73.24334725,N,1.72,2.48,8056,8,4,Boyacá
2014,Trim. 2,mayo,30,551,2,304.47,267.21,n,N,0.94,"",VIIRS,5.805066,-72.869408,N,0.34,0.56,2014,2,1,Boyacá
2014,Trim. 2,junio,2,635,2,324.3,270.22,n,N,2.97,"",VIIRS,5.775319,-72.880577,N,0.43,0.38,2014,2,1,Boyacá
2014,Trim. 2,junio,3,616,2,297.54,279.95,n,N,1.07,"",VIIRS,5.479353,-73.524483,N,0.45,0.39,2014,2,1,Boyacá
2014,Trim. 2,junio,4,3684,4,677.14,603.43,n,D,12.8,"",VIIRS,5.834045,-73.6275865,N,0.98,0.88,4028,2,2,Boyacá
2014,Trim. 2,junio,6,700,2,304.96,284.18,n,N,1.33,"",VIIRS,5.762791,-72.931778,N,0.35,0.57,2014,2,1,Boyacá
2014,Trim. 2,junio,8,1246,4,611.6,577.37,n,N,1.68,"",VIIRS,5.4442225,-72.453709,N,0.76,0.72,4028,4,2,Boyacá
2014,Trim. 2,junio,9,5544,6,1026.17,873.3,n,D,36.37,"",VIIRS,5.999751333333333,-74.42943333333334,N,1.34,1.4,6042,3,3,Boyacá
2014,Trim. 2,junio,9,604,2,295.79,279.92,n,N,1.54,"",VIIRS,5.321483,-73.702866,N,0.47,0.47,2014,2,1,Boyacá
2014,Trim. 2,junio,10,545,2,308.56,279.81,n,N,1.92,"",VIIRS,5.721587,-73.223618,N,0.46,0.64,2014,0,1,Boyacá
2014,Trim. 2,junio,11,1810,2,336.74,298.17,n,D,4.7,"",VIIRS,5.968783,-74.525841,N,0.49,0.4,2014,0,1,Boyacá
2014,Trim. 2,junio,12,1296,4,600.28,563.52,n,N,2.38,"",VIIRS,5.790943,-72.874428,N,0.86,0.92,4028,4,2,Boyacá
2014,Trim. 2,junio,13,10064,32,4823.72,4367.08,n,N,15,"",VIIRS,5.5682026250000005,-73.331068,N,6.129999999999999,5.760000000000001,32224,32,16,Boyacá
2014,Trim. 2,junio,16,1817,2,340.69,301.11,n,D,6.61,"",VIIRS,5.886203,-74.579399,N,0.42,0.38,2014,0,1,Boyacá
2014,Trim. 2,junio,17,1758,2,328.32,291.81,n,D,2.09,"",VIIRS,6.019362,-74.277267,N,0.49,0.49,2014,0,1,Boyacá
2014,Trim. 2,junio,17,1308,4,596.12,556.82,n,N,3.03,"",VIIRS,5.4722605,-73.5507205,N,1,0.98,4028,4,2,Boyacá
2014,Trim. 2,junio,18,3478,4,734,563.96,l,D,45.81,"",VIIRS,5.9364165,-74.4064595,N,1.06,1.34,4028,0,2,Boyacá
2014,Trim. 2,junio,18,7318,8,1345,1127,n,D,45.05,"",VIIRS,5.8491015,-74.44100225,N,2.5600000000000005,2.88,8056,0,4,Boyacá
2014,Trim. 2,junio,21,1823,2,336.54,296.61,n,D,3.78,"",VIIRS,6.094261,-74.262459,N,0.38,0.36,2014,0,1,Boyacá
2014,Trim. 2,junio,26,5490,6,1006.9,881.11,n,D,10.56,"",VIIRS,6.035510333333334,-73.93873566666666,N,1.23,1.1099999999999999,6042,5,3,Boyacá
2014,Trim. 2,junio,27,1811,2,328.81,295.05,n,D,4.01,"",VIIRS,5.931176,-74.377792,N,0.49,0.4,2014,0,1,Boyacá
2014,Trim. 2,junio,27,2828,8,1216.1,1142.18,n,N,4.53,"",VIIRS,5.91049675,-73.63254175,N,1.58,2.39,8056,8,4,Boyacá
2014,Trim. 2,junio,28,1944,6,907.67,834.41,n,N,4.55,"",VIIRS,5.782037,-72.89405833333333,N,1.28,1.37,6042,6,3,Boyacá
2014,Trim. 2,junio,29,629,2,311.48,286.05,n,N,1.16,"",VIIRS,5.443777,-72.453239,N,0.4,0.37,2014,2,1,Boyacá
2014,Trim. 2,junio,30,611,2,296.29,274.22,n,N,1.24,"",VIIRS,5.479282,-73.524864,N,0.55,0.43,2014,2,1,Boyacá
2014,Trim. 3,julio,2,3634,6,664.98,597.27,n,D,8.43,"",VIIRS,5.773345,-72.875839,N,0.78,0.72,4028,4,2,Boyacá
2014,Trim. 3,julio,3,5240,24,2429.33,2238.39,n,N,14.83,"",VIIRS,5.648301625,-73.017626625,N,4.25,4.039999999999999,16112,14,8,Boyacá
2014,Trim. 3,julio,5,1901,3,332.75,290.47,n,D,2.38,"",VIIRS,6.043299,-73.390457,N,0.43,0.62,2014,0,1,Boyacá
2014,Trim. 3,julio,6,1842,3,351.37,296.04,n,D,12.64,"",VIIRS,5.592449,-73.731232,N,0.39,0.44,2014,0,1,Boyacá
2014,Trim. 3,julio,10,8731,42,4235.27,3866.89,n,N,12.05,"",VIIRS,5.565720285714286,-73.2510757142857,N,5.529999999999999,5.120000000000001,28196,26,14,Boyacá
2014,Trim. 3,julio,11,605,3,296.02,275.96,n,N,1.3,"",VIIRS,5.479271,-73.526413,N,0.46,0.47,2014,2,1,Boyacá
2014,Trim. 3,julio,12,1830,3,335.03,298.48,n,D,4.17,"",VIIRS,6.013693,-74.39975,N,0.39,0.37,2014,0,1,Boyacá
2014,Trim. 3,julio,13,1811,3,367,315.18,h,D,34.21,"",VIIRS,6.324154,-72.775879,N,0.41,0.37,2014,0,1,Boyacá
2014,Trim. 3,julio,13,10866,18,2058.24,1819.3,n,D,111.61,"",VIIRS,6.182899833333333,-73.3506,N,2.62,2.2900000000000005,12084,0,6,Boyacá
2014,Trim. 3,julio,14,3504,6,734,591.84,h,D,23.46,"",VIIRS,5.912719,-74.380844,N,0.64,1.1,4028,0,2,Boyacá
2014,Trim. 3,julio,14,15768,27,3050.11,2661.44,n,D,104.58,"",VIIRS,6.135259777777779,-73.46304244444445,N,4.09,4.6400000000000015,18126,0,9,Boyacá
2014,Trim. 3,julio,15,3828,6,665.61,576.23,n,D,21.43,"",VIIRS,6.3369634999999995,-72.7777405,N,1.56,1.56,4028,0,2,Boyacá
2014,Trim. 3,julio,16,3710,6,666.74,579.6,n,D,7.35,"",VIIRS,5.772453499999999,-74.6495055,N,1.09,1.02,4028,3,2,Boyacá
2014,Trim. 3,julio,17,7344,12,1348.29,1166.48,n,D,28.05,"",VIIRS,5.827066,-74.62606225,N,1.73,1.52,8056,12,4,Boyacá
2014,Trim. 3,julio,18,3636,6,657.1,600.85,l,D,6.23,"",VIIRS,5.92794,-74.3743745,N,0.82,0.74,4028,0,2,Boyacá
