Año,Trimestre,Mes,Día,acq_time,Año,bright_ti4,bright_ti5,confidence,daynight,frp,Id,instrument,Promedio de latitude,Promedio de longitude,satellite,scan,track,Trimestre,type,version,Zona
2015,Trim. 3,julio,24,3716,6,684.68,587.54,n,D,14.45,"",VIIRS,6.1023755,-74.455738,N,0.73,1.15,4030,0,2,Boyacá
2015,Trim. 3,julio,24,614,3,298.15,277.95,n,N,0.82,"",VIIRS,5.40205,-73.678856,N,0.46,0.39,2015,2,1,Boyacá
2015,Trim. 3,julio,25,16551,27,3016.09,2684.25,n,D,52.7,"",VIIRS,5.818933666666666,-74.29582733333332,N,4.640000000000001,3.78,18135,0,9,Boyacá
2015,Trim. 3,julio,26,1821,3,348.31,299.16,n,D,12.31,"",VIIRS,6.092212,-73.523132,N,0.39,0.36,2015,0,1,Boyacá
2015,Trim. 3,julio,26,5019,21,2153.89,1986.37,n,N,19.14,"",VIIRS,6.084534714285715,-73.57541642857143,N,4.48,5.039999999999999,14105,0,7,Boyacá
2015,Trim. 3,julio,27,9010,15,1646.52,1456.57,n,D,16.55,"",VIIRS,5.7910582,-73.9981828,N,2.2699999999999996,2.17,10075,2,5,Boyacá
2015,Trim. 3,julio,28,1743,3,331.83,283.12,n,D,1.98,"",VIIRS,5.874716,-74.66954,N,0.44,0.62,2015,0,1,Boyacá
2015,Trim. 3,julio,28,639,3,307.23,287.9,n,N,1.16,"",VIIRS,6.219161,-74.574425,N,0.42,0.38,2015,2,1,Boyacá
2015,Trim. 3,julio,29,1905,3,327.66,286.27,n,D,3.1,"",VIIRS,5.720853,-74.586388,N,0.45,0.63,2015,0,1,Boyacá
2015,Trim. 3,agosto,3,7644,12,1468,1186.16,h,D,69.56,"",VIIRS,5.7329194999999995,-74.544714,N,2.32,2.8,8060,0,4,Boyacá
2015,Trim. 3,agosto,3,3460,6,734,573.75,l,D,127.96,"",VIIRS,5.775869,-74.305538,N,1.36,1.48,4030,0,2,Boyacá
2015,Trim. 3,agosto,3,16475,27,3045.76,2613.32,n,D,205.44,"",VIIRS,5.87163711111111,-74.09354722222223,N,5.32,6.32,18135,0,9,Boyacá
2015,Trim. 3,agosto,3,1881,9,904.24,844.55,n,N,2.63,"",VIIRS,5.681694333333333,-73.10949966666665,N,1.1600000000000001,1.08,6045,6,3,Boyacá
2015,Trim. 3,agosto,4,3704,6,734,595.9,h,D,22.67,"",VIIRS,6.4077395,-72.7543375,N,0.74,1.16,4030,0,2,Boyacá
2015,Trim. 3,agosto,4,22224,36,4064.56,3572.23,n,D,107.08,"",VIIRS,5.732461833333333,-74.49783141666666,N,6.63,6.17,24180,6,12,Boyacá
2015,Trim. 3,agosto,4,1824,9,923.13,867.15,n,N,3.94,"",VIIRS,5.849403666666667,-73.88514166666667,N,1.3499999999999999,1.32,6045,7,3,Boyacá
2015,Trim. 3,agosto,5,18330,30,3375.52,2996.05,n,D,243.43,"",VIIRS,5.8318711,-74.23548439999999,N,4.470000000000001,3.8800000000000003,20150,0,10,Boyacá
2015,Trim. 3,agosto,6,1814,3,332.76,304.84,l,D,3.51,"",VIIRS,6.29446,-74.512909,N,0.42,0.38,2015,0,1,Boyacá
2015,Trim. 3,agosto,6,7256,12,1364.43,1181.1,n,D,42.23,"",VIIRS,5.79034475,-74.32604624999999,N,1.67,1.4900000000000002,8060,0,4,Boyacá
2015,Trim. 3,agosto,14,1240,6,595.02,552.68,n,N,2,"",VIIRS,5.478759,-73.51885250000001,N,0.8,0.74,4030,4,2,Boyacá
2015,Trim. 3,agosto,15,9225,15,1673,1459.73,n,D,23.42,"",VIIRS,5.896615,-74.31364599999999,N,2.22,2.31,10075,0,5,Boyacá
2015,Trim. 3,agosto,16,1826,3,342.42,295.62,n,D,8.18,"",VIIRS,5.562649,-74.134193,N,0.4,0.37,2015,0,1,Boyacá
2015,Trim. 3,agosto,18,1749,3,337.3,279.02,n,D,3.9,"",VIIRS,5.75963,-74.471626,N,0.33,0.56,2015,0,1,Boyacá
2015,Trim. 3,agosto,18,645,3,297.18,279.05,n,N,1.15,"",VIIRS,5.766015,-72.933739,N,0.42,0.45,2015,2,1,Boyacá
2015,Trim. 3,agosto,19,3820,6,734,589.59,h,D,55.8,"",VIIRS,5.7345015,-74.603352,N,1.14,1.38,4030,0,2,Boyacá
2015,Trim. 3,agosto,19,24652,39,4371.74,3762.38,n,D,89.81,"",VIIRS,5.791669230769231,-74.46142938461539,N,7.750000000000001,9.129999999999999,26195,0,13,Boyacá
2015,Trim. 3,agosto,19,2504,12,1207.85,1119.6,n,N,4.6,"",VIIRS,5.529824250000001,-73.4193535,N,1.5299999999999998,1.44,8060,8,4,Boyacá
2015,Trim. 3,agosto,20,3704,6,659.82,607.28,l,D,10.02,"",VIIRS,6.1942225,-74.574734,N,1.1,1.02,4030,6,2,Boyacá
2015,Trim. 3,agosto,20,22224,36,4095.95,3559.39,n,D,107.2,"",VIIRS,5.876189416666667,-74.46581400000001,N,6.680000000000001,6.17,24180,6,12,Boyacá
2015,Trim. 3,agosto,21,3666,6,672.96,598.58,n,D,6.58,"",VIIRS,5.9883005,-74.5884555,N,0.87,0.76,4030,0,2,Boyacá
2015,Trim. 3,agosto,22,1814,3,332.57,306.69,l,D,5.15,"",VIIRS,5.7299,-74.600197,N,0.43,0.38,2015,0,1,Boyacá
2015,Trim. 3,agosto,22,1814,3,332.02,298.69,n,D,3.36,"",VIIRS,5.722978,-74.485077,N,0.42,0.38,2015,0,1,Boyacá
2015,Trim. 3,agosto,25,614,3,296.2,275.27,n,N,0.62,"",VIIRS,5.403827,-73.678558,N,0.46,0.39,2015,2,1,Boyacá
2015,Trim. 3,agosto,26,7356,12,1347,1198.36,n,D,22.54,"",VIIRS,5.77888325,-74.17597975,N,1.97,1.69,8060,5,4,Boyacá
2015,Trim. 3,agosto,26,555,3,326.17,280,n,N,4.15,"",VIIRS,5.442621,-72.456291,N,0.5,0.49,2015,2,1,Boyacá
2015,Trim. 3,agosto,27,1820,3,340.05,286.99,n,D,4.14,"",VIIRS,6.134171,-73.482971,N,0.39,0.36,2015,0,1,Boyacá
2015,Trim. 3,agosto,28,1801,3,330.12,301.98,l,D,8.55,"",VIIRS,6.193604,-74.57415,N,0.41,0.45,2015,3,1,Boyacá
2015,Trim. 3,agosto,28,12607,21,2349.79,2062.75,n,D,21.94,"",VIIRS,5.758947285714286,-74.3402152857143,N,2.83,3.1100000000000003,14105,0,7,Boyacá
2015,Trim. 3,agosto,29,8710,15,1835,1473.91,h,D,88.58,"",VIIRS,5.722372200000001,-73.9849808,N,1.99,2.9899999999999998,10075,0,5,Boyacá
2015,Trim. 3,agosto,29,1742,3,329.67,301.6,l,D,4.85,"",VIIRS,5.739401,-74.548958,N,0.43,0.62,2015,0,1,Boyacá
2015,Trim. 3,agosto,29,66196,114,12901.18,11077,n,D,290.09,"",VIIRS,5.670145552631578,-74.1461157631579,N,15.549999999999994,22.94,76570,0,38,Boyacá
2015,Trim. 3,agosto,29,5751,27,2859.98,2567.37,n,N,81.55,"",VIIRS,5.680496444444445,-73.16871477777778,N,4.419999999999999,3.6500000000000004,18135,8,9,Boyacá
2015,Trim. 3,agosto,30,1904,3,343.67,278.19,n,D,6.02,"",VIIRS,5.859509,-74.127357,N,0.48,0.65,2015,0,1,Boyacá
2015,Trim. 3,agosto,31,22140,36,4053.2,3546.48,n,D,58.58,"",VIIRS,5.695584833333334,-74.25760075000001,N,5.36,5.579999999999999,24180,0,12,Boyacá
2015,Trim. 3,agosto,31,601,3,296.56,280.02,n,N,1.45,"",VIIRS,5.808434,-72.870087,N,0.43,0.46,2015,2,1,Boyacá
2015,Trim. 3,septiembre,1,10956,18,2036.33,1729.78,n,D,53.67,"",VIIRS,5.678117499999999,-74.29219183333333,N,2.3600000000000003,2.1799999999999997,12090,0,6,Boyacá
2015,Trim. 3,septiembre,2,1807,3,332.89,293.96,l,D,8.65,"",VIIRS,5.776512,-74.491585,N,0.5,0.41,2015,0,1,Boyacá
2015,Trim. 3,septiembre,2,3614,6,676.49,578.02,n,D,15.92,"",VIIRS,5.9958065000000005,-74.3004835,N,0.97,0.8,4030,0,2,Boyacá
2015,Trim. 3,septiembre,2,4224,18,1828.33,1721.17,n,N,7.91,"",VIIRS,5.4824641666666665,-73.98748383333334,N,2.22,3.48,12090,0,6,Boyacá
2015,Trim. 3,septiembre,4,7640,12,1335.56,1165.45,n,D,17.04,"",VIIRS,6.07803625,-74.51559649999999,N,2.32,2.78,8060,0,4,Boyacá
2015,Trim. 3,septiembre,4,1878,9,926.17,842.91,n,N,3.83,"",VIIRS,5.675962999999999,-72.73406233333334,N,1.1800000000000002,1.0899999999999999,6045,6,3,Boyacá
2015,Trim. 3,septiembre,5,1851,3,367,297.64,h,D,22.79,"",VIIRS,5.840459,-74.613899,N,0.54,0.51,2015,0,1,Boyacá
2015,Trim. 3,septiembre,5,11106,18,2023.04,1763.92,n,D,49.84,"",VIIRS,5.801353166666668,-74.42980966666666,N,3.34,3.0999999999999996,12090,0,6,Boyacá
2015,Trim. 3,septiembre,5,607,3,298.85,280.4,n,N,1.21,"",VIIRS,5.746529,-72.908997,N,0.51,0.41,2015,2,1,Boyacá
2015,Trim. 3,septiembre,7,1814,3,332.85,282.23,n,D,2.44,"",VIIRS,6.471212,-72.747955,N,0.38,0.36,2015,0,1,Boyacá
2015,Trim. 3,septiembre,8,3510,6,668.97,570.74,n,D,11.8,"",VIIRS,5.795116,-73.2238045,N,0.87,0.9199999999999999,4030,0,2,Boyacá
2015,Trim. 3,septiembre,9,5688,27,2754.99,2561.73,n,N,11.27,"",VIIRS,5.673983777777778,-73.70872944444446,N,3.6700000000000004,3.33,18135,12,9,Boyacá
2015,Trim. 3,septiembre,10,613,3,295.11,273.96,n,N,0.73,"",VIIRS,5.764166,-72.930977,N,0.43,0.38,2015,2,1,Boyacá
2015,Trim. 3,septiembre,12,3640,6,673.43,617.39,l,D,29.78,"",VIIRS,5.8490715,-73.9651375,N,0.78,0.72,4030,0,2,Boyacá
2015,Trim. 3,septiembre,12,25480,42,4726.71,4239.74,n,D,132.33,"",VIIRS,5.744498714285714,-73.78883799999998,N,5.41,5.04,28210,5,14,Boyacá
2015,Trim. 3,septiembre,13,657,3,367,286.14,h,N,7.25,"",VIIRS,5.857993,-73.332024,N,0.32,0.54,2015,0,1,Boyacá
2015,Trim. 3,septiembre,13,1801,3,332.44,304.16,l,D,4.86,"",VIIRS,6.299318,-72.614075,N,0.48,0.4,2015,0,1,Boyacá
2015,Trim. 3,septiembre,13,5403,9,1013.37,906.99,n,D,13,"",VIIRS,5.711111333333334,-74.05661733333334,N,1.17,1.32,6045,0,3,Boyacá
2015,Trim. 3,septiembre,13,12483,57,5929.55,5384.27,n,N,72.24,"",VIIRS,5.792837789473684,-73.466454,N,8.08,10.179999999999996,38285,0,19,Boyacá
2015,Trim. 3,septiembre,14,1742,3,367,297.38,h,D,16.5,"",VIIRS,5.587115,-73.733612,N,0.39,0.59,2015,0,1,Boyacá
2015,Trim. 3,septiembre,14,8710,15,1712.04,1461.56,n,D,35.11,"",VIIRS,5.811741799999999,-74.15380119999999,N,2.05,3.03,10075,0,5,Boyacá
2015,Trim. 3,septiembre,14,3190,15,1543.95,1402.31,n,N,8.86,"",VIIRS,5.841959,-73.8369246,N,2.28,1.96,10075,0,5,Boyacá
2015,Trim. 3,septiembre,15,3808,6,667.85,583.87,n,D,6.84,"",VIIRS,5.921665,-73.971386,N,0.99,1.3,4030,0,2,Boyacá
2015,Trim. 3,septiembre,15,620,3,305.21,292.06,n,N,1.35,"",VIIRS,5.937316,-74.370041,N,0.43,0.38,2015,0,1,Boyacá
2015,Trim. 3,septiembre,16,3690,6,660.81,608.47,l,D,12.81,"",VIIRS,6.108085,-74.5714605,N,0.86,0.92,4030,6,2,Boyacá
2015,Trim. 3,septiembre,16,16605,27,3077.79,2694.44,n,D,61.37,"",VIIRS,5.875214222222223,-74.36468333333333,N,3.96,4.17,18135,3,9,Boyacá
2015,Trim. 3,septiembre,18,1807,3,344.86,304.12,n,D,13.63,"",VIIRS,5.775687,-72.879471,N,0.42,0.38,2015,2,1,Boyacá
2015,Trim. 3,septiembre,21,7404,12,1350.69,1180.54,n,D,89.68,"",VIIRS,5.609081,-74.13498874999999,N,2.3,2.08,8060,0,4,Boyacá
2015,Trim. 3,septiembre,21,607,3,298.56,282.85,n,N,1.31,"",VIIRS,5.442407,-72.454407,N,0.48,0.4,2015,2,1,Boyacá
2015,Trim. 3,septiembre,22,5496,9,1012,883.49,n,D,19.04,"",VIIRS,5.7999860000000005,-74.30133033333333,N,1.33,1.1600000000000001,6045,0,3,Boyacá
2015,Trim. 3,septiembre,22,548,3,345.99,283.12,n,N,6.18,"",VIIRS,5.533164,-73.572174,N,0.39,0.59,2015,0,1,Boyacá
2015,Trim. 3,septiembre,23,1813,3,330.93,294.77,n,D,5.13,"",VIIRS,5.676764,-74.035156,N,0.41,0.37,2015,0,1,Boyacá
2015,Trim. 3,septiembre,24,8770,15,1705.36,1502.54,n,D,53.25,"",VIIRS,5.945758799999999,-72.9327364,N,2.08,2.25,10075,2,5,Boyacá
2015,Trim. 3,septiembre,25,7584,36,3720.38,3345.89,n,N,23.04,"",VIIRS,5.789855416666666,-72.92374350000001,N,5.069999999999999,4.56,24180,10,12,Boyacá
2015,Trim. 3,septiembre,26,6130,30,3077,2802.69,n,N,18.91,"",VIIRS,5.7073636,-73.22926559999999,N,4.4799999999999995,3.8699999999999997,20150,4,10,Boyacá
2015,Trim. 3,septiembre,27,5514,9,1101,931.42,h,D,174.1,"",VIIRS,5.799374666666666,-72.955587,N,1.29,1.3800000000000001,6045,0,3,Boyacá
2015,Trim. 3,septiembre,27,9190,15,1741.88,1594.29,l,D,190.5,"",VIIRS,5.7954004,-72.9456606,N,2.15,2.3000000000000003,10075,0,5,Boyacá
2015,Trim. 3,septiembre,27,33084,54,6219.93,5541.19,n,D,495.26,"",VIIRS,5.673760944444444,-73.16200133333332,N,8.209999999999999,8.13,36270,2,18,Boyacá
2015,Trim. 3,septiembre,27,2216,12,1255.12,1111.04,n,N,15.16,"",VIIRS,5.59836075,-73.34587099999999,N,2.33,2.1,8060,2,4,Boyacá
2015,Trim. 3,septiembre,28,10914,18,2202,1964.16,h,D,676.05,"",VIIRS,5.6695269999999995,-73.26141633333333,N,2.3100000000000005,2.1599999999999997,12090,0,6,Boyacá
2015,Trim. 3,septiembre,28,9095,15,1747.42,1584.82,l,D,128.63,"",VIIRS,5.708861999999999,-73.74243779999999,N,1.9400000000000004,1.7999999999999998,10075,0,5,Boyacá
2015,Trim. 3,septiembre,28,49117,81,9163.03,8153.92,n,D,539.59,"",VIIRS,5.78064888888889,-73.3411071851852,N,10.520000000000003,9.73,54405,3,27,Boyacá
2015,Trim. 3,septiembre,29,1801,3,344.78,298.68,n,D,12.45,"",VIIRS,6.972706,-72.029327,N,0.44,0.38,2015,0,1,Boyacá
2015,Trim. 3,septiembre,29,20367,93,9762.35,8690.19,n,N,110.48,"",VIIRS,5.719679935483869,-73.1913813548387,N,13.539999999999997,17.110000000000007,62465,0,31,Boyacá
2015,Trim. 4,octubre,2,7380,16,1339.84,1181.95,n,D,13.69,"",VIIRS,5.94530975,-74.46657575,N,1.73,1.83,8060,0,4,Boyacá
2015,Trim. 4,octubre,5,1288,8,602.66,556.65,n,N,2.54,"",VIIRS,5.7646560000000004,-72.93181999999999,N,0.84,0.9,4030,4,2,Boyacá
2015,Trim. 4,octubre,6,1910,4,331.48,283.23,n,D,7.05,"",VIIRS,5.722717,-73.945969,N,0.63,0.72,2015,0,1,Boyacá
2015,Trim. 4,octubre,6,6260,40,3019.1,2735.65,n,N,7.64,"",VIIRS,5.5868231999999995,-73.17604979999999,N,3.86,3.609999999999999,20150,20,10,Boyacá
2015,Trim. 4,octubre,7,1851,4,367,291.75,h,D,89.58,"",VIIRS,5.60794,-73.018829,N,0.35,0.56,2015,0,1,Boyacá
2015,Trim. 4,octubre,7,11106,24,2049.85,1775.53,n,D,39.87,"",VIIRS,5.666410833333334,-73.24917466666666,N,2.3000000000000003,3.3200000000000003,12090,0,6,Boyacá
2015,Trim. 4,octubre,7,1821,12,902.48,845.08,n,N,3.5,"",VIIRS,5.654896999999999,-72.74733466666667,N,1.51,1.22,6045,6,3,Boyacá
2015,Trim. 4,octubre,8,5496,12,1021.34,902.99,n,D,44.75,"",VIIRS,5.820055333333333,-74.54748033333333,N,1.3,1.1400000000000001,6045,0,3,Boyacá
2015,Trim. 4,octubre,8,1644,12,918.34,836.15,n,N,3.16,"",VIIRS,5.624576333333333,-73.15495299999999,N,1.0899999999999999,1.7399999999999998,6045,6,3,Boyacá
2015,Trim. 4,octubre,9,3626,8,664.24,593.9,n,D,5.87,"",VIIRS,5.7736935,-72.876659,N,0.78,0.72,4030,4,2,Boyacá
2015,Trim. 4,octubre,9,709,4,296.77,280.24,n,N,1.5,"",VIIRS,5.765486,-72.931137,N,0.56,0.69,2015,2,1,Boyacá
2015,Trim. 4,octubre,10,1302,8,599.27,560.13,n,N,3.12,"",VIIRS,5.6170089999999995,-73.2423475,N,1.02,0.98,4030,4,2,Boyacá
2015,Trim. 4,octubre,11,5688,36,2717.35,2529.13,n,N,8.07,"",VIIRS,5.4948192222222225,-72.875057,N,3.8900000000000006,3.4400000000000004,18135,16,9,Boyacá
2015,Trim. 4,octubre,16,1276,8,597.49,547.71,n,N,2.68,"",VIIRS,5.763193,-72.932781,N,1,0.82,4030,4,2,Boyacá
2015,Trim. 4,octubre,17,1857,12,897.89,834.53,n,N,2.53,"",VIIRS,5.4726886666666665,-73.541791,N,1.2000000000000002,1.1099999999999999,6045,6,3,Boyacá
2015,Trim. 4,octubre,19,3652,8,661.74,591.72,n,D,7.63,"",VIIRS,6.113309,-74.0016365,N,0.8,0.73,4030,3,2,Boyacá
2015,Trim. 4,octubre,20,3614,8,678.16,621.29,l,D,20.61,"",VIIRS,5.774793,-72.8781205,N,0.84,0.76,4030,4,2,Boyacá
2015,Trim. 4,octubre,20,1807,4,330.71,293.17,n,D,3.62,"",VIIRS,5.692597,-74.131538,N,0.48,0.4,2015,0,1,Boyacá
2015,Trim. 4,octubre,21,1748,4,346.25,291.24,n,D,13.54,"",VIIRS,5.441915,-72.45504,N,0.5,0.49,2015,2,1,Boyacá
2015,Trim. 4,octubre,21,3864,24,1833.22,1672.69,n,N,8.77,"",VIIRS,5.7110035,-72.83190033333334,N,2.55,2.72,12090,12,6,Boyacá
2015,Trim. 4,octubre,22,5729,12,992.96,870.76,n,D,20.48,"",VIIRS,5.997000333333333,-74.47567733333334,N,1.7599999999999998,2.11,6045,6,3,Boyacá
2015,Trim. 4,octubre,22,9377,60,4553.65,4209.08,n,N,13.2,"",VIIRS,5.656795933333334,-73.3971614,N,5.76,5.4,30225,27,15,Boyacá
2015,Trim. 4,octubre,23,1851,4,327.99,301.75,l,D,2.46,"",VIIRS,5.7479,-72.910995,N,0.35,0.57,2015,2,1,Boyacá
2015,Trim. 4,octubre,27,1264,8,604.44,577.21,n,N,1.6,"",VIIRS,5.4436285,-72.45388,N,0.9,0.78,4030,4,2,Boyacá
2015,Trim. 4,octubre,29,1662,12,906.39,854.78,n,N,4.19,"",VIIRS,5.402712,-72.87005366666666,N,1.6099999999999999,1.51,6045,6,3,Boyacá
2015,Trim. 4,octubre,30,5457,12,991.73,910.73,l,D,10.36,"",VIIRS,5.640269,-73.15753933333333,N,1.1600000000000001,1.08,6045,4,3,Boyacá
2015,Trim. 4,octubre,30,2500,16,1240.09,1115.78,n,N,18.69,"",VIIRS,5.494423749999999,-72.87434025,N,2.75,2.9499999999999997,8060,8,4,Boyacá
2015,Trim. 4,octubre,31,7200,16,1338.69,1230.09,l,D,24.34,"",VIIRS,5.70329325,-72.982281,N,2.02,1.64,8060,0,4,Boyacá
2015,Trim. 4,octubre,31,1313,8,639.39,548.72,n,N,3.83,"",VIIRS,6.2414135,-72.3128585,N,0.73,1.16,4030,2,2,Boyacá
2015,Trim. 4,noviembre,1,638,4,305.81,291.02,n,N,1.51,"",VIIRS,6.219285,-74.574036,N,0.42,0.38,2015,2,1,Boyacá
2015,Trim. 4,noviembre,5,1406,8,595.32,557.64,n,N,1.58,"",VIIRS,5.4436219999999995,-72.4527285,N,0.94,1.28,4030,4,2,Boyacá
2015,Trim. 4,noviembre,8,1850,4,367,290.06,h,D,20.05,"",VIIRS,5.480065,-73.564194,N,0.64,0.54,2015,2,1,Boyacá
2015,Trim. 4,noviembre,10,1418,8,632.6,559.7,n,N,5.14,"",VIIRS,5.44364,-72.454197,N,1.22,1.42,4030,4,2,Boyacá
2015,Trim. 4,noviembre,12,6940,16,1382.07,1133.44,n,D,32.9,"",VIIRS,5.43539125,-73.392847,N,1.91,2.55,8060,2,4,Boyacá
2015,Trim. 4,noviembre,12,3789,24,1815.99,1673.44,n,N,7.74,"",VIIRS,5.610843666666667,-73.24049883333333,N,2.52,2.2500000000000004,12090,12,6,Boyacá
2015,Trim. 4,noviembre,13,1857,4,367,291.03,h,D,6,"",VIIRS,5.474824,-73.562668,N,0.41,0.61,2015,2,1,Boyacá
2015,Trim. 4,noviembre,13,5571,12,1018.31,867.52,n,D,14.16,"",VIIRS,5.460995666666666,-73.60776299999999,N,1.22,1.8199999999999998,6045,4,3,Boyacá
2015,Trim. 4,noviembre,13,2452,16,1198.67,1126.28,n,N,3.34,"",VIIRS,5.764098,-72.89756575,N,1.72,1.52,8060,8,4,Boyacá
2015,Trim. 4,noviembre,18,1238,8,598.39,555.07,n,N,1.71,"",VIIRS,5.4720320000000005,-73.54349500000001,N,0.8,0.74,4030,4,2,Boyacá
2015,Trim. 4,noviembre,19,3688,8,678.05,585.9,n,D,9.49,"",VIIRS,5.7511485,-74.690899,N,0.84,0.9,4030,0,2,Boyacá
2015,Trim. 4,noviembre,22,1932,12,900.62,848.22,n,N,3.6,"",VIIRS,5.673673000000001,-73.112091,N,1.23,1.34,6045,6,3,Boyacá
2015,Trim. 4,noviembre,23,625,4,295.25,262.95,n,N,0.22,"",VIIRS,5.340969,-73.708473,N,0.38,0.36,2015,2,1,Boyacá
2015,Trim. 4,noviembre,24,3700,8,679.98,602.3,n,D,12.2,"",VIIRS,5.775167,-72.8800695,N,0.72,1.14,4030,4,2,Boyacá
2015,Trim. 4,noviembre,25,547,4,309.38,279.33,n,N,1.52,"",VIIRS,5.776729,-72.880745,N,0.35,0.56,2015,2,1,Boyacá
2015,Trim. 4,noviembre,26,1813,4,330.82,303.74,l,D,2.12,"",VIIRS,5.74761,-72.91172,N,0.39,0.36,2015,2,1,Boyacá
2015,Trim. 4,noviembre,26,5439,12,1012.4,858.74,n,D,24.55,"",VIIRS,5.457098666666667,-73.33151266666665,N,1.1800000000000002,1.1,6045,5,3,Boyacá
2015,Trim. 4,noviembre,26,3354,24,1783.21,1641.46,n,N,15.29,"",VIIRS,5.691871166666666,-73.0742645,N,4.18,4.47,12090,10,6,Boyacá
2015,Trim. 4,noviembre,27,1950,12,909.85,842.38,n,N,5.31,"",VIIRS,5.776231666666667,-72.87956733333333,N,1.62,1.53,6045,6,3,Boyacá
2015,Trim. 4,noviembre,28,1262,8,597.45,559.92,n,N,2,"",VIIRS,5.6082754999999995,-72.66283,N,0.88,0.77,4030,4,2,Boyacá
2015,Trim. 4,noviembre,30,3676,8,666.03,583.16,n,D,11.79,"",VIIRS,6.1316965,-74.5577855,N,1.05,0.83,4030,6,2,Boyacá
2015,Trim. 4,diciembre,1,1819,4,331.29,287.39,n,D,3.83,"",VIIRS,5.973312,-73.594398,N,0.38,0.36,2015,0,1,Boyacá
2015,Trim. 4,diciembre,2,5400,12,1029.26,892.94,n,D,18.06,"",VIIRS,5.800807666666667,-74.24549633333334,N,1.1800000000000002,1.32,6045,0,3,Boyacá
2015,Trim. 4,diciembre,2,656,4,298.85,280.89,n,N,0.78,"",VIIRS,5.74831,-72.909859,N,0.34,0.56,2015,2,1,Boyacá
2015,Trim. 4,diciembre,3,1276,8,601.9,560.7,n,N,2.09,"",VIIRS,5.474674500000001,-73.5373575,N,0.96,0.8,4030,4,2,Boyacá
2015,Trim. 4,diciembre,5,1844,4,341.07,295.15,n,D,4.07,"",VIIRS,5.78418,-74.49649,N,0.44,0.46,2015,0,1,Boyacá
2015,Trim. 4,diciembre,6,1825,4,333.17,298.46,n,D,4.91,"",VIIRS,5.457988,-73.608093,N,0.41,0.37,2015,0,1,Boyacá
2015,Trim. 4,diciembre,7,1806,4,344.2,290.05,n,D,5.12,"",VIIRS,5.648543,-72.442467,N,0.41,0.37,2015,0,1,Boyacá
2015,Trim. 4,diciembre,7,4218,24,1822.86,1682.47,n,N,9.85,"",VIIRS,5.539228666666666,-73.390849,N,2.48,3.65,12090,6,6,Boyacá
2015,Trim. 4,diciembre,8,6988,16,1354.51,1208.95,n,D,133.56,"",VIIRS,5.5757225,-73.6528435,N,2.36,2.12,8060,0,4,Boyacá
2015,Trim. 4,diciembre,8,1932,12,902.48,840.6,n,N,4.08,"",VIIRS,5.365917666666667,-73.28580233333332,N,1.22,1.33,6045,6,3,Boyacá
2015,Trim. 4,diciembre,9,10000,64,4917.06,4526.38,n,N,19.37,"",VIIRS,5.5587446875,-73.1347293125,N,6.1899999999999995,5.800000000000001,32240,24,16,Boyacá
2015,Trim. 4,diciembre,10,3700,8,653.54,600.26,l,D,11.69,"",VIIRS,5.7736845,-72.875599,N,0.72,1.14,4030,4,2,Boyacá
2015,Trim. 4,diciembre,10,3700,8,686.66,599.88,n,D,10.17,"",VIIRS,5.488440000000001,-73.5736045,N,0.64,1.1,4030,0,2,Boyacá
2015,Trim. 4,diciembre,10,1818,12,904.69,840.94,n,N,4.05,"",VIIRS,5.775118,-72.87848433333333,N,1.53,1.23,6045,6,3,Boyacá
2015,Trim. 4,diciembre,12,1813,4,331.38,304.8,l,D,3.39,"",VIIRS,5.776677,-72.878647,N,0.39,0.36,2015,2,1,Boyacá
2015,Trim. 4,diciembre,12,10875,24,2038.21,1811.48,n,D,48.64,"",VIIRS,5.611954666666667,-73.91270583333333,N,2.45,2.2299999999999995,12090,2,6,Boyacá
2015,Trim. 4,diciembre,12,2294,16,1204.04,1112.41,n,N,9.15,"",VIIRS,5.6186955,-72.96543299999999,N,2.61,2.91,8060,6,4,Boyacá
2015,Trim. 4,diciembre,13,3250,20,1538.71,1399.64,n,N,9.25,"",VIIRS,5.6179814,-73.2011292,N,2.59,2.49,10075,8,5,Boyacá
2015,Trim. 4,diciembre,14,2524,16,1202.15,1117.43,n,N,5.49,"",VIIRS,5.764876000000001,-72.89968875,N,1.72,1.52,8060,8,4,Boyacá
2015,Trim. 4,diciembre,16,3676,8,676.2,589.8,n,D,8.24,"",VIIRS,5.452218500000001,-73.028561,N,0.8500000000000001,0.9099999999999999,4030,2,2,Boyacá
2015,Trim. 4,diciembre,18,656,4,306.21,289.44,n,N,1.48,"",VIIRS,6.218985,-74.572922,N,0.52,0.5,2015,2,1,Boyacá
2015,Trim. 4,diciembre,20,4333,28,2114.01,1978.35,n,N,6.55,"",VIIRS,5.453005428571428,-73.25764028571429,N,2.76,2.57,14105,10,7,Boyacá
2015,Trim. 4,diciembre,21,11064,24,2049.46,1831.89,n,D,289.01,"",VIIRS,5.460370166666666,-73.41190333333334,N,3.09,2.9800000000000004,12090,2,6,Boyacá
2015,Trim. 4,diciembre,21,3600,24,1845.51,1678.77,n,N,13.1,"",VIIRS,5.517100500000001,-73.2788925,N,2.6799999999999997,2.77,12090,6,6,Boyacá
2015,Trim. 4,diciembre,22,3650,8,678,608.22,n,D,112.88,"",VIIRS,5.726997000000001,-73.92410699999999,N,0.81,0.74,4030,0,2,Boyacá
